Date,Order ID,Customer Name,Customer Segment,City,State,Product Category,Product Sub-Category,Units Sold,Unit Cost,Unit Price,Total Cost,Total Sales,Margin,Margin %
2024-04-18,ORD-1744,Jessica Singh,Consumer,Columbus,OH,Office Supplies,Binders,5,282.17,512.18,1410.85,2560.9,1150.05,44.91%
2024-06-07,ORD-1745,James Smith,Enterprise,Cleveland,OH,Furniture,Desks,74,599.34,1115.58,44351.16,82552.92,38201.76,46.28%
2024-10-14,ORD-1746,Daniel Brown,Business,Indianapolis,IN,Furniture,Cabinets,95,598.37,844.68,56845.15,80244.6,23399.45,29.16%
2024-10-11,ORD-1747,David Lee,Business,Dallas,TX,Electronics,Smartwatches,2,171.3,179.45,342.6,358.9,16.3,4.54%
2024-09-14,ORD-1748,David Johnson,Enterprise,New Orleans,LA,Furniture,Lamps,80,68.93,72.56,5514.4,5804.8,290.4,5.0%
2024-06-28,ORD-1749,Mark Martinez,Business,Seattle,WA,Electronics,Smartwatches,27,221.17,396.48,5971.59,10704.96,4733.37,44.22%
2024-04-30,ORD-1750,Olivia Perez,Business,Miami,FL,Furniture,Sofas,95,33.64,39.93,3195.8,3793.35,597.55,15.75%
2024-04-13,ORD-1751,Mike Frank,Enterprise,Charlotte,NC,Electronics,Monitors,32,575.53,902.72,18416.96,28887.04,10470.08,36.24%
2024-03-14,ORD-1752,Olivia Perez,Business,Salt Lake City,UT,Electronics,Monitors,71,314.99,516.55,22364.29,36675.05,14310.76,39.02%
2024-07-22,ORD-1753,Emily Rivera,Enterprise,Los Angeles,CA,Electronics,Headphones,28,236.28,357.12,6615.84,9999.36,3383.52,33.84%
2024-12-17,ORD-1754,Emily White,Business,Philadelphia,PA,Office Supplies,Notebooks,60,260.37,344.85,15622.2,20691.0,5068.8,24.5%
2024-01-02,ORD-1755,Diana Davis,Business,Columbus,OH,Office Supplies,Paper,18,243.52,256.93,4383.36,4624.74,241.38,5.22%
2024-09-02,ORD-1756,Maria Singh,Consumer,Dallas,TX,Furniture,Lamps,59,22.12,32.06,1305.08,1891.54,586.46,31.0%
2024-07-16,ORD-1757,John Green,Enterprise,Philadelphia,PA,Office Supplies,Binders,34,390.76,656.23,13285.84,22311.82,9025.98,40.45%
2024-03-19,ORD-1758,Anna Brown,Small Business,Portland,OR,Electronics,Monitors,17,313.7,476.54,5332.9,8101.18,2768.28,34.17%
2024-05-31,ORD-1759,Olivia Green,Enterprise,Seattle,WA,Electronics,Smartwatches,23,302.33,472.39,6953.59,10864.97,3911.38,36.0%
2024-01-25,ORD-1760,Mike Smith,Consumer,Columbus,OH,Electronics,Smartwatches,45,529.54,876.76,23829.3,39454.2,15624.9,39.6%
2024-11-14,ORD-1761,Michael Hall,Consumer,Denver,CO,Electronics,Smartwatches,87,508.45,967.76,44235.15,84195.12,39959.97,47.46%
2024-01-15,ORD-1762,Karen Rivera,Consumer,Boston,MA,Office Supplies,Staplers,66,474.52,523.64,31318.32,34560.24,3241.92,9.38%
2024-08-23,ORD-1763,Diana Anderson,Enterprise,Indianapolis,IN,Electronics,Headphones,22,65.85,75.37,1448.7,1658.14,209.44,12.63%
2024-03-31,ORD-1764,Anna Chen,Business,Seattle,WA,Furniture,Cabinets,21,149.35,222.98,3136.35,4682.58,1546.23,33.02%
2024-07-30,ORD-1765,Mike Evans,Business,Minneapolis,MN,Office Supplies,Markers,33,449.0,769.38,14817.0,25389.54,10572.54,41.64%
2024-08-18,ORD-1766,Diana Carter,Consumer,Salt Lake City,UT,Furniture,Sofas,17,521.55,919.3,8866.35,15628.1,6761.75,43.27%
2024-09-01,ORD-1767,Linda Davis,Consumer,New York,NY,Furniture,Sofas,92,83.94,156.81,7722.48,14426.52,6704.04,46.47%
2024-03-12,ORD-1768,Anna Martinez,Enterprise,San Diego,CA,Electronics,Printers,30,100.78,144.2,3023.4,4326.0,1302.6,30.11%
2024-03-26,ORD-1769,Mark Hall,Enterprise,Nashville,TN,Office Supplies,Pens,51,217.51,344.85,11093.01,17587.35,6494.34,36.93%
2024-03-13,ORD-1770,Karen King,Enterprise,Indianapolis,IN,Furniture,Desks,27,331.83,626.92,8959.41,16926.84,7967.43,47.07%
2024-03-14,ORD-1771,Laura Carter,Consumer,Minneapolis,MN,Electronics,Smartphones,72,3.36,5.9,241.92,424.8,182.88,43.05%
2024-02-13,ORD-1772,Maria Brown,Small Business,Minneapolis,MN,Furniture,Sofas,40,337.39,546.42,13495.6,21856.8,8361.2,38.25%
2024-02-19,ORD-1773,Diana Martinez,Enterprise,Los Angeles,CA,Office Supplies,Binders,25,215.22,305.43,5380.5,7635.75,2255.25,29.54%
2024-12-17,ORD-1774,Diana Singh,Business,Minneapolis,MN,Furniture,Sofas,15,300.97,411.95,4514.55,6179.25,1664.7,26.94%
2024-02-17,ORD-1775,James Johnson,Small Business,Salt Lake City,UT,Office Supplies,Pens,22,27.02,27.83,594.44,612.26,17.82,2.91%
2024-11-16,ORD-1776,John Carter,Business,Cleveland,OH,Electronics,Smartphones,56,503.39,854.95,28189.84,47877.2,19687.36,41.12%
2024-05-07,ORD-1777,Emily Singh,Enterprise,Denver,CO,Furniture,Cabinets,89,535.52,764.67,47661.28,68055.63,20394.35,29.97%
2024-05-02,ORD-1778,Sarah Evans,Consumer,Nashville,TN,Office Supplies,Paper,65,468.18,565.8,30431.7,36777.0,6345.3,17.25%
2024-08-09,ORD-1779,Robert Singh,Enterprise,Houston,TX,Furniture,Chairs,76,584.51,1116.06,44422.76,84820.56,40397.8,47.63%
2024-10-15,ORD-1780,Paul Perez,Enterprise,Indianapolis,IN,Office Supplies,Pens,84,182.86,335.58,15360.24,28188.72,12828.48,45.51%
2024-05-14,ORD-1781,Robert White,Enterprise,Phoenix,AZ,Office Supplies,Binders,90,179.48,316.62,16153.2,28495.8,12342.6,43.31%
2024-11-05,ORD-1782,Anna Singh,Enterprise,San Francisco,CA,Electronics,Smartwatches,96,263.56,499.25,25301.76,47928.0,22626.24,47.21%
2024-03-22,ORD-1783,Diana Rivera,Enterprise,Columbus,OH,Electronics,Monitors,21,260.96,497.87,5480.16,10455.27,4975.11,47.58%
2024-01-12,ORD-1784,David Adams,Consumer,Miami,FL,Office Supplies,Binders,78,574.08,1070.13,44778.24,83470.14,38691.9,46.35%
2024-08-14,ORD-1785,Paul Perez,Consumer,Phoenix,AZ,Furniture,Tables,34,431.0,468.58,14654.0,15931.72,1277.72,8.02%
2024-12-07,ORD-1786,Eric King,Small Business,Denver,CO,Furniture,Lamps,34,93.84,147.14,3190.56,5002.76,1812.2,36.22%
2024-12-08,ORD-1787,Emily Gonzalez,Consumer,Kansas City,MO,Electronics,Monitors,35,585.36,721.99,20487.6,25269.65,4782.05,18.92%
2024-11-29,ORD-1788,Mark Brown,Consumer,Salt Lake City,UT,Furniture,Lamps,63,86.96,166.31,5478.48,10477.53,4999.05,47.71%
2024-04-28,ORD-1789,Michael Brown,Consumer,Kansas City,MO,Electronics,Laptops,26,211.49,412.15,5498.74,10715.9,5217.16,48.69%
2024-05-07,ORD-1790,Emily Hall,Business,Miami,FL,Electronics,Smartwatches,79,187.26,374.23,14793.54,29564.17,14770.63,49.96%
2024-12-09,ORD-1791,Eric Lee,Enterprise,San Francisco,CA,Electronics,Laptops,92,364.41,555.69,33525.72,51123.48,17597.76,34.42%
2024-09-15,ORD-1792,Karen Johnson,Consumer,San Diego,CA,Office Supplies,Envelopes,4,198.43,317.72,793.72,1270.88,477.16,37.55%
2024-08-21,ORD-1793,Sarah Lee,Business,Minneapolis,MN,Electronics,Laptops,100,561.92,888.84,56192.0,88884.0,32692.0,36.78%
2024-12-23,ORD-1794,Michael White,Consumer,San Francisco,CA,Office Supplies,Binders,4,445.94,670.25,1783.76,2681.0,897.24,33.47%
2024-11-29,ORD-1795,Eric Martinez,Consumer,Columbus,OH,Electronics,Laptops,1,74.72,139.88,74.72,139.88,65.16,46.58%
2024-04-13,ORD-1796,Linda Evans,Enterprise,Kansas City,MO,Electronics,Monitors,25,157.73,284.09,3943.25,7102.25,3159.0,44.48%
2024-12-24,ORD-1797,Daniel White,Consumer,Los Angeles,CA,Electronics,Printers,38,525.18,710.02,19956.84,26980.76,7023.92,26.03%
2024-08-21,ORD-1798,Laura Perez,Consumer,Atlanta,GA,Furniture,Cabinets,35,6.68,11.63,233.8,407.05,173.25,42.56%
2024-04-30,ORD-1799,Robert Davis,Small Business,Los Angeles,CA,Furniture,Office Chairs,80,536.78,782.29,42942.4,62583.2,19640.8,31.38%
2024-01-05,ORD-1800,Nicole Brown,Small Business,Denver,CO,Furniture,Office Chairs,49,134.57,205.97,6593.93,10092.53,3498.6,34.67%
2024-06-10,ORD-1801,Emily Lee,Consumer,San Diego,CA,Furniture,Sofas,97,216.67,273.72,21016.99,26550.84,5533.85,20.84%
2024-02-16,ORD-1802,Jessica Evans,Enterprise,Detroit,MI,Office Supplies,Pens,90,552.76,830.61,49748.4,74754.9,25006.5,33.45%
2024-01-06,ORD-1803,Olivia Turner,Consumer,Cleveland,OH,Furniture,Cabinets,93,226.53,354.86,21067.29,33001.98,11934.69,36.16%
2024-03-27,ORD-1804,Mark Chen,Consumer,Philadelphia,PA,Furniture,Desks,22,209.62,314.35,4611.64,6915.7,2304.06,33.32%
2024-09-25,ORD-1805,Karen Gonzalez,Small Business,Kansas City,MO,Office Supplies,Paper,4,202.1,378.59,808.4,1514.36,705.96,46.62%
2024-03-17,ORD-1806,Laura Evans,Enterprise,Kansas City,MO,Electronics,Laptops,89,194.95,311.6,17350.55,27732.4,10381.85,37.44%
2024-03-08,ORD-1807,Daniel Frank,Small Business,San Diego,CA,Electronics,Smartphones,96,492.98,782.56,47326.08,75125.76,27799.68,37.0%
2024-01-28,ORD-1808,Anthony Hall,Business,Houston,TX,Office Supplies,Markers,55,390.03,718.43,21451.65,39513.65,18062.0,45.71%
2024-08-30,ORD-1809,Sarah Frank,Business,Seattle,WA,Electronics,Smartwatches,83,227.67,357.23,18896.61,29650.09,10753.48,36.27%
2024-08-21,ORD-1810,John Rivera,Enterprise,Salt Lake City,UT,Furniture,Lamps,79,226.82,371.09,17918.78,29316.11,11397.33,38.88%
2024-12-14,ORD-1811,Paul White,Consumer,Salt Lake City,UT,Office Supplies,Pens,23,595.18,1022.07,13689.14,23507.61,9818.47,41.77%
2024-05-17,ORD-1812,Robert Frank,Enterprise,Denver,CO,Electronics,Smartwatches,28,419.98,647.21,11759.44,18121.88,6362.44,35.11%
2024-10-11,ORD-1813,Karen Evans,Consumer,Boston,MA,Electronics,Smartwatches,23,484.15,606.33,11135.45,13945.59,2810.14,20.15%
2024-12-19,ORD-1814,Paul Chen,Business,Columbus,OH,Electronics,Laptops,78,7.38,8.26,575.64,644.28,68.64,10.65%
2024-11-28,ORD-1815,Anna Watson,Consumer,Houston,TX,Furniture,Cabinets,52,218.94,430.53,11384.88,22387.56,11002.68,49.15%
2024-07-16,ORD-1816,David Hall,Business,Chicago,IL,Office Supplies,Pens,84,209.88,323.72,17629.92,27192.48,9562.56,35.17%
2024-08-04,ORD-1817,Olivia Frank,Business,Denver,CO,Electronics,Smartwatches,24,285.65,395.74,6855.6,9497.76,2642.16,27.82%
2024-04-09,ORD-1818,Diana White,Consumer,Boston,MA,Office Supplies,Paper,95,96.55,132.25,9172.25,12563.75,3391.5,26.99%
2024-08-19,ORD-1819,Nicole Watson,Small Business,Nashville,TN,Furniture,Lamps,45,133.5,257.19,6007.5,11573.55,5566.05,48.09%
2024-01-16,ORD-1820,Eric Frank,Enterprise,Los Angeles,CA,Electronics,Laptops,81,498.67,716.32,40392.27,58021.92,17629.65,30.38%
2024-04-03,ORD-1821,Daniel Singh,Enterprise,Salt Lake City,UT,Electronics,Smartphones,62,413.87,584.29,25659.94,36225.98,10566.04,29.17%
2024-09-17,ORD-1822,Olivia Carter,Business,Kansas City,MO,Furniture,Cabinets,43,374.56,546.39,16106.08,23494.77,7388.69,31.45%
2024-08-25,ORD-1823,Diana Turner,Enterprise,Phoenix,AZ,Furniture,Cabinets,61,146.94,220.43,8963.34,13446.23,4482.89,33.34%
2024-12-27,ORD-1824,Karen Anderson,Consumer,New Orleans,LA,Electronics,Smartwatches,64,128.41,207.77,8218.24,13297.28,5079.04,38.2%
2024-09-28,ORD-1825,James Frank,Small Business,Houston,TX,Office Supplies,Notebooks,57,212.94,310.51,12137.58,17699.07,5561.49,31.42%
2024-02-18,ORD-1826,Emily Adams,Small Business,Los Angeles,CA,Furniture,Lamps,23,534.5,637.51,12293.5,14662.73,2369.23,16.16%
2024-08-07,ORD-1827,Maria Gonzalez,Enterprise,Minneapolis,MN,Electronics,Smartwatches,94,45.67,76.34,4292.98,7175.96,2882.98,40.18%
2024-09-18,ORD-1828,David Brown,Enterprise,New Orleans,LA,Furniture,Desks,48,525.27,804.36,25212.96,38609.28,13396.32,34.7%
2024-11-02,ORD-1829,James Carter,Small Business,San Diego,CA,Office Supplies,Paper,72,217.31,377.5,15646.32,27180.0,11533.68,42.43%
2024-08-06,ORD-1830,Linda Davis,Enterprise,Charlotte,NC,Furniture,Sofas,80,286.64,449.18,22931.2,35934.4,13003.2,36.19%
2024-02-07,ORD-1831,John Gonzalez,Consumer,Charlotte,NC,Furniture,Office Chairs,28,317.4,594.01,8887.2,16632.28,7745.08,46.57%
2024-06-08,ORD-1832,Diana White,Business,Seattle,WA,Furniture,Sofas,81,181.13,267.38,14671.53,21657.78,6986.25,32.26%
2024-04-26,ORD-1833,Olivia Watson,Consumer,Nashville,TN,Furniture,Sofas,36,8.62,16.21,310.32,583.56,273.24,46.82%
2024-02-26,ORD-1834,Michael Smith,Small Business,Minneapolis,MN,Office Supplies,Markers,42,565.78,727.28,23762.76,30545.76,6783.0,22.21%
2024-01-04,ORD-1835,Jessica Perez,Consumer,Columbus,OH,Office Supplies,Binders,85,138.79,178.71,11797.15,15190.35,3393.2,22.34%
2024-08-31,ORD-1836,David Gonzalez,Small Business,Columbus,OH,Electronics,Smartwatches,94,175.19,345.15,16467.86,32444.1,15976.24,49.24%
2024-12-18,ORD-1837,Emily Turner,Consumer,Denver,CO,Furniture,Office Chairs,5,431.68,833.57,2158.4,4167.85,2009.45,48.21%
2024-11-15,ORD-1838,Daniel Watson,Enterprise,Boston,MA,Office Supplies,Staplers,60,124.31,246.26,7458.6,14775.6,7317.0,49.52%
2024-06-05,ORD-1839,Sarah Rivera,Enterprise,Salt Lake City,UT,Furniture,Sofas,71,413.89,566.8,29386.19,40242.8,10856.61,26.98%
2024-12-18,ORD-1840,Laura Turner,Small Business,Boston,MA,Office Supplies,Envelopes,87,511.23,691.93,44477.01,60197.91,15720.9,26.12%
2024-02-04,ORD-1841,Linda Perez,Consumer,Salt Lake City,UT,Electronics,Laptops,39,174.87,339.26,6819.93,13231.14,6411.21,48.46%
2024-01-15,ORD-1842,Mike Rivera,Consumer,Cleveland,OH,Electronics,Smartwatches,32,97.96,152.82,3134.72,4890.24,1755.52,35.9%
2024-11-24,ORD-1843,Paul Turner,Consumer,San Francisco,CA,Furniture,Tables,2,240.46,444.55,480.92,889.1,408.18,45.91%
2024-07-26,ORD-1844,Olivia Hall,Small Business,Dallas,TX,Office Supplies,Paper,90,212.75,240.45,19147.5,21640.5,2493.0,11.52%
2024-08-14,ORD-1845,John Singh,Small Business,Atlanta,GA,Office Supplies,Staplers,87,572.57,991.95,49813.59,86299.65,36486.06,42.28%
2024-08-11,ORD-1846,Anthony Lee,Consumer,Columbus,OH,Furniture,Office Chairs,42,505.34,731.06,21224.28,30704.52,9480.24,30.88%
2024-03-31,ORD-1847,Mike Smith,Consumer,San Francisco,CA,Office Supplies,Binders,70,563.07,1057.74,39414.9,74041.8,34626.9,46.77%
2024-07-07,ORD-1848,Anthony Hall,Small Business,Indianapolis,IN,Furniture,Chairs,32,271.18,314.71,8677.76,10070.72,1392.96,13.83%
2024-03-29,ORD-1849,Daniel Singh,Enterprise,Boston,MA,Electronics,Monitors,94,86.27,92.26,8109.38,8672.44,563.06,6.49%
2024-05-18,ORD-1850,Linda Martinez,Enterprise,Nashville,TN,Furniture,Chairs,100,435.29,592.0,43529.0,59200.0,15671.0,26.47%
2024-07-03,ORD-1851,Mark Davis,Enterprise,Indianapolis,IN,Electronics,Monitors,96,259.73,350.49,24934.08,33647.04,8712.96,25.9%
2024-05-27,ORD-1852,Emily Adams,Enterprise,New Orleans,LA,Office Supplies,Notebooks,65,303.26,588.55,19711.9,38255.75,18543.85,48.47%
2024-01-23,ORD-1853,Laura Brown,Consumer,San Francisco,CA,Office Supplies,Staplers,32,126.35,207.35,4043.2,6635.2,2592.0,39.06%
2024-01-31,ORD-1854,Daniel Adams,Consumer,New Orleans,LA,Office Supplies,Binders,76,467.39,901.53,35521.64,68516.28,32994.64,48.16%
2024-02-18,ORD-1855,Sarah Davis,Business,Los Angeles,CA,Electronics,Smartphones,89,336.58,545.89,29955.62,48584.21,18628.59,38.34%
2024-08-27,ORD-1856,Maria King,Consumer,Columbus,OH,Electronics,Smartwatches,58,367.07,534.22,21290.06,30984.76,9694.7,31.29%
2024-10-05,ORD-1857,Linda Davis,Small Business,Cleveland,OH,Electronics,Printers,62,487.76,498.89,30241.12,30931.18,690.06,2.23%
2024-04-23,ORD-1858,Nicole Lee,Business,Charlotte,NC,Furniture,Chairs,66,9.3,11.85,613.8,782.1,168.3,21.52%
2024-04-13,ORD-1859,Nicole Perez,Business,Salt Lake City,UT,Office Supplies,Staplers,26,348.75,575.42,9067.5,14960.92,5893.42,39.39%
2024-08-14,ORD-1860,Daniel Gonzalez,Consumer,New York,NY,Office Supplies,Notebooks,15,309.36,511.74,4640.4,7676.1,3035.7,39.55%
2024-06-17,ORD-1861,Mark Smith,Business,Charlotte,NC,Office Supplies,Binders,72,68.31,108.87,4918.32,7838.64,2920.32,37.26%
2024-12-04,ORD-1862,Anna Smith,Consumer,San Diego,CA,Electronics,Monitors,11,328.48,572.16,3613.28,6293.76,2680.48,42.59%
2024-03-06,ORD-1863,Laura Adams,Consumer,Cleveland,OH,Office Supplies,Notebooks,19,151.18,218.58,2872.42,4153.02,1280.6,30.84%
2024-11-05,ORD-1864,Paul Anderson,Business,San Francisco,CA,Office Supplies,Notebooks,79,550.38,683.5,43480.02,53996.5,10516.48,19.48%
2024-08-26,ORD-1865,Emily Chen,Consumer,Atlanta,GA,Furniture,Office Chairs,72,576.11,622.97,41479.92,44853.84,3373.92,7.52%
2024-06-11,ORD-1866,Laura White,Business,Boston,MA,Furniture,Desks,57,472.14,774.17,26911.98,44127.69,17215.71,39.01%
2024-12-15,ORD-1867,Eric White,Small Business,Chicago,IL,Electronics,Printers,18,526.23,1051.66,9472.14,18929.88,9457.74,49.96%
2024-02-27,ORD-1868,Mark Green,Business,Nashville,TN,Electronics,Laptops,100,77.72,153.46,7772.0,15346.0,7574.0,49.35%
2024-10-28,ORD-1869,Eric Martinez,Enterprise,Dallas,TX,Electronics,Headphones,67,360.06,429.36,24124.02,28767.12,4643.1,16.14%
2024-01-14,ORD-1870,Mike Lee,Enterprise,San Diego,CA,Electronics,Smartwatches,94,355.58,561.21,33424.52,52753.74,19329.22,36.64%
2024-11-01,ORD-1871,Linda Rivera,Consumer,Phoenix,AZ,Furniture,Cabinets,25,172.41,193.53,4310.25,4838.25,528.0,10.91%
2024-10-04,ORD-1872,Anthony Perez,Business,Charlotte,NC,Furniture,Lamps,57,557.44,1082.01,31774.08,61674.57,29900.49,48.48%
2024-11-28,ORD-1873,Karen Watson,Enterprise,Phoenix,AZ,Electronics,Smartwatches,11,252.59,349.09,2778.49,3839.99,1061.5,27.64%
2024-06-05,ORD-1874,Diana Carter,Enterprise,Detroit,MI,Furniture,Office Chairs,37,278.33,288.89,10298.21,10688.93,390.72,3.66%
2024-04-07,ORD-1875,Daniel King,Small Business,Denver,CO,Office Supplies,Pens,65,461.36,500.89,29988.4,32557.85,2569.45,7.89%
2024-10-23,ORD-1876,Michael Frank,Consumer,San Francisco,CA,Electronics,Laptops,85,170.23,245.65,14469.55,20880.25,6410.7,30.7%
2024-12-31,ORD-1877,Daniel King,Business,Nashville,TN,Electronics,Monitors,28,253.5,326.2,7098.0,9133.6,2035.6,22.29%
2024-11-02,ORD-1878,Paul White,Consumer,Philadelphia,PA,Office Supplies,Notebooks,91,49.36,59.22,4491.76,5389.02,897.26,16.65%
2024-03-11,ORD-1879,James Chen,Business,Chicago,IL,Furniture,Chairs,12,473.42,607.44,5681.04,7289.28,1608.24,22.06%
2024-04-26,ORD-1880,Olivia Rivera,Business,Phoenix,AZ,Office Supplies,Staplers,66,332.23,552.46,21927.18,36462.36,14535.18,39.86%
2024-11-18,ORD-1881,Mark Chen,Enterprise,Columbus,OH,Office Supplies,Paper,30,299.11,504.4,8973.3,15132.0,6158.7,40.7%
2024-07-16,ORD-1882,Daniel Turner,Business,New Orleans,LA,Office Supplies,Pens,83,313.07,392.67,25984.81,32591.61,6606.8,20.27%
2024-04-18,ORD-1883,Anthony Adams,Consumer,Phoenix,AZ,Electronics,Laptops,83,168.67,197.74,13999.61,16412.42,2412.81,14.7%
2024-11-21,ORD-1884,Laura Chen,Consumer,San Francisco,CA,Electronics,Headphones,64,50.17,90.67,3210.88,5802.88,2592.0,44.67%
2024-06-25,ORD-1885,Nicole Green,Business,Portland,OR,Furniture,Chairs,63,25.87,44.58,1629.81,2808.54,1178.73,41.97%
2024-02-19,ORD-1886,Anna Perez,Business,Denver,CO,Electronics,Headphones,85,475.8,883.52,40443.0,75099.2,34656.2,46.15%
2024-04-14,ORD-1887,Maria Lee,Business,Columbus,OH,Office Supplies,Notebooks,55,229.98,407.71,12648.9,22424.05,9775.15,43.59%
2024-09-14,ORD-1888,Sarah Singh,Small Business,New Orleans,LA,Office Supplies,Binders,24,38.24,69.18,917.76,1660.32,742.56,44.72%
2024-05-12,ORD-1889,Jessica White,Consumer,Houston,TX,Office Supplies,Staplers,29,257.13,265.58,7456.77,7701.82,245.05,3.18%
2024-07-09,ORD-1890,John White,Enterprise,Portland,OR,Furniture,Sofas,77,418.5,680.25,32224.5,52379.25,20154.75,38.48%
2024-11-28,ORD-1891,Sarah Evans,Business,Houston,TX,Office Supplies,Staplers,82,467.16,874.01,38307.12,71668.82,33361.7,46.55%
2024-07-22,ORD-1892,Diana Carter,Small Business,Dallas,TX,Furniture,Tables,5,58.29,80.44,291.45,402.2,110.75,27.54%
2024-02-17,ORD-1893,Sarah White,Business,San Diego,CA,Furniture,Sofas,14,427.48,689.77,5984.72,9656.78,3672.06,38.03%
2024-12-06,ORD-1894,David Perez,Enterprise,New Orleans,LA,Furniture,Chairs,82,405.29,634.03,33233.78,51990.46,18756.68,36.08%
2024-04-18,ORD-1895,Mark Evans,Business,New Orleans,LA,Office Supplies,Paper,92,555.76,574.5,51129.92,52854.0,1724.08,3.26%
2024-09-24,ORD-1896,Eric Martinez,Business,Denver,CO,Furniture,Lamps,12,94.11,137.73,1129.32,1652.76,523.44,31.67%
2024-02-08,ORD-1897,John Davis,Consumer,Houston,TX,Furniture,Cabinets,86,534.43,972.57,45960.98,83641.02,37680.04,45.05%
2024-09-05,ORD-1898,Eric Evans,Small Business,Miami,FL,Electronics,Laptops,75,75.08,113.2,5631.0,8490.0,2859.0,33.67%
2024-09-15,ORD-1899,Linda Green,Enterprise,Cleveland,OH,Office Supplies,Notebooks,26,508.77,972.82,13228.02,25293.32,12065.3,47.7%
2024-10-04,ORD-1900,John Rivera,Small Business,Houston,TX,Office Supplies,Paper,10,381.52,670.54,3815.2,6705.4,2890.2,43.1%
2024-12-13,ORD-1901,Anna Turner,Consumer,Phoenix,AZ,Electronics,Printers,1,290.18,444.3,290.18,444.3,154.12,34.69%
2024-11-27,ORD-1902,Karen Hall,Small Business,Dallas,TX,Furniture,Cabinets,76,203.95,219.5,15500.2,16682.0,1181.8,7.08%
2024-02-12,ORD-1903,John Rivera,Enterprise,Seattle,WA,Electronics,Monitors,21,358.84,448.62,7535.64,9421.02,1885.38,20.01%
2024-01-08,ORD-1904,Eric Brown,Business,Phoenix,AZ,Furniture,Desks,38,379.72,698.05,14429.36,26525.9,12096.54,45.6%
2024-08-10,ORD-1905,Emily King,Business,New Orleans,LA,Electronics,Headphones,1,205.98,374.02,205.98,374.02,168.04,44.93%
2024-02-14,ORD-1906,Olivia White,Enterprise,Denver,CO,Office Supplies,Envelopes,86,183.77,365.72,15804.22,31451.92,15647.7,49.75%
2024-03-11,ORD-1907,Diana King,Business,Columbus,OH,Electronics,Smartphones,97,90.65,114.32,8793.05,11089.04,2295.99,20.71%
2024-06-17,ORD-1908,Anna Turner,Consumer,Chicago,IL,Electronics,Smartphones,64,563.02,1093.66,36033.28,69994.24,33960.96,48.52%
2024-12-21,ORD-1909,Laura Frank,Small Business,Dallas,TX,Office Supplies,Markers,89,320.3,349.09,28506.7,31069.01,2562.31,8.25%
2024-10-27,ORD-1910,Daniel White,Enterprise,Los Angeles,CA,Furniture,Desks,82,475.12,755.4,38959.84,61942.8,22982.96,37.1%
2024-06-15,ORD-1911,Robert Martinez,Enterprise,San Diego,CA,Office Supplies,Pens,27,431.84,525.06,11659.68,14176.62,2516.94,17.75%
2024-03-08,ORD-1912,Paul Davis,Business,Chicago,IL,Furniture,Desks,1,459.84,893.64,459.84,893.64,433.8,48.54%
2024-10-28,ORD-1913,Linda Perez,Consumer,Atlanta,GA,Office Supplies,Paper,96,446.18,881.14,42833.28,84589.44,41756.16,49.36%
2024-04-01,ORD-1914,Sarah Adams,Consumer,Houston,TX,Office Supplies,Paper,37,343.24,561.95,12699.88,20792.15,8092.27,38.92%
2024-08-24,ORD-1915,John Singh,Small Business,Dallas,TX,Furniture,Sofas,20,346.82,683.94,6936.4,13678.8,6742.4,49.29%
2024-10-11,ORD-1916,David Perez,Consumer,Atlanta,GA,Office Supplies,Staplers,22,341.72,379.93,7517.84,8358.46,840.62,10.06%
2024-01-22,ORD-1917,Michael Lee,Enterprise,Indianapolis,IN,Office Supplies,Envelopes,10,130.18,239.05,1301.8,2390.5,1088.7,45.54%
2024-06-09,ORD-1918,Robert Martinez,Consumer,Cleveland,OH,Furniture,Desks,85,503.96,702.67,42836.6,59726.95,16890.35,28.28%
2024-08-04,ORD-1919,John Green,Consumer,Denver,CO,Furniture,Office Chairs,24,248.28,432.38,5958.72,10377.12,4418.4,42.58%
2024-03-11,ORD-1920,Karen King,Consumer,Indianapolis,IN,Electronics,Laptops,31,240.86,347.7,7466.66,10778.7,3312.04,30.73%
2024-03-20,ORD-1921,Olivia Gonzalez,Business,Nashville,TN,Office Supplies,Envelopes,79,305.37,354.13,24124.23,27976.27,3852.04,13.77%
2024-01-17,ORD-1922,Anthony Perez,Business,San Diego,CA,Electronics,Laptops,98,267.41,496.11,26206.18,48618.78,22412.6,46.1%
2024-06-27,ORD-1923,Sarah Frank,Small Business,Seattle,WA,Furniture,Chairs,70,223.39,443.01,15637.3,31010.7,15373.4,49.57%
2024-01-25,ORD-1924,Anthony Hall,Enterprise,Charlotte,NC,Electronics,Headphones,1,21.97,27.76,21.97,27.76,5.79,20.86%
2024-04-29,ORD-1925,Linda Green,Consumer,Miami,FL,Office Supplies,Envelopes,87,115.32,128.07,10032.84,11142.09,1109.25,9.96%
2024-05-11,ORD-1926,Olivia Gonzalez,Enterprise,New York,NY,Furniture,Office Chairs,10,452.22,702.52,4522.2,7025.2,2503.0,35.63%
2024-08-17,ORD-1927,Linda Rivera,Business,Charlotte,NC,Furniture,Tables,97,343.82,533.28,33350.54,51728.16,18377.62,35.53%
2024-02-18,ORD-1928,Daniel Rivera,Consumer,San Francisco,CA,Electronics,Printers,69,315.76,422.8,21787.44,29173.2,7385.76,25.32%
